transformer_id,month_offset,oil_quality_index,temperature_rise_c,load_factor
T2794,6,0.701,57.8,0.693
T2794,7,0.702,54.5,0.69
T2794,8,0.667,50.0,0.723
T2794,9,0.704,48.8,0.726
T2794,10,0.705,48.9,0.706
T2794,11,0.742,49.7,0.685
T2795,0,0.532,46.5,0.426
T2795,1,0.577,47.7,0.423
T2795,2,0.515,51.1,0.411
T2795,3,0.508,48.4,0.46
T2795,4,0.551,46.8,0.389
T2795,5,0.51,48.9,0.38
T2795,6,0.506,48.8,0.407
T2795,7,0.516,49.1,0.425
T2795,8,0.536,53.3,0.402
T2795,9,0.496,50.6,0.403
T2795,10,0.5,50.4,0.394
T2795,11,0.483,53.0,0.381
T2796,0,0.852,44.8,0.494
T2796,1,0.841,43.4,0.449
T2796,2,0.826,43.1,0.44
T2796,3,0.813,43.5,0.388
T2796,4,0.841,44.2,0.42
T2796,5,0.836,40.9,0.387
T2796,6,0.799,41.9,0.347
T2796,7,0.811,43.7,0.343
T2796,8,0.814,42.3,0.293
T2796,9,0.797,37.2,0.34
T2796,10,0.824,39.7,0.294
T2796,11,0.823,40.3,0.279
T2797,0,0.605,65.3,0.644
T2797,1,0.621,64.8,0.662
T2797,2,0.57,65.9,0.649
T2797,3,0.527,68.1,0.623
T2797,4,0.545,63.0,0.57
T2797,5,0.531,65.5,0.575
T2797,6,0.484,62.4,0.554
T2797,7,0.5,62.8,0.546
T2797,8,0.446,60.9,0.515
T2797,9,0.488,58.4,0.532
T2797,10,0.436,58.2,0.494
T2797,11,0.445,55.8,0.456
T2798,0,0.714,61.0,0.728
T2798,1,0.67,61.0,0.732
T2798,2,0.683,60.2,0.735
T2798,3,0.678,62.3,0.767
T2798,4,0.66,63.0,0.719
T2798,5,0.682,60.8,0.772
T2798,6,0.694,59.3,0.733
T2798,7,0.637,62.1,0.734
T2798,8,0.684,61.0,0.728
T2798,9,0.682,60.2,0.748
T2798,10,0.644,60.6,0.751
T2798,11,0.659,60.0,0.764
T2799,0,0.335,55.9,0.744
T2799,1,0.355,57.7,0.749
T2799,2,0.302,54.5,0.732
T2799,3,0.301,57.7,0.748
T2799,4,0.366,55.2,0.741
T2799,5,0.346,57.5,0.702
T2799,6,0.322,58.2,0.697
T2799,7,0.362,60.9,0.682
T2799,8,0.356,59.2,0.69
T2799,9,0.4,61.8,0.689
T2799,10,0.365,61.4,0.641
T2799,11,0.331,64.6,0.687
T2800,0,0.717,67.1,0.271
T2800,1,0.696,62.7,0.326
T2800,2,0.727,64.8,0.334
T2800,3,0.71,58.4,0.32
T2800,4,0.675,59.9,0.328
T2800,5,0.66,58.3,0.337
T2800,6,0.661,58.4,0.32
T2800,7,0.699,59.3,0.336
T2800,8,0.636,55.3,0.358
T2800,9,0.629,56.1,0.396
T2800,10,0.673,53.7,0.342
T2800,11,0.615,55.0,0.333
T2801,0,0.582,51.2,0.302
T2801,1,0.587,53.8,0.268
T2801,2,0.553,51.8,0.285
T2801,3,0.541,51.2,0.295
T2801,4,0.593,49.3,0.276
T2801,5,0.527,50.7,0.325
T2801,6,0.57,51.3,0.296
T2801,7,0.535,51.2,0.309
T2801,8,0.505,52.8,0.309
T2801,9,0.552,48.1,0.278
T2801,10,0.542,49.0,0.279
T2801,11,0.522,51.3,0.287
T2802,0,0.532,82.1,0.813
T2802,1,0.519,76.7,0.818
T2802,2,0.523,75.8,0.776
T2802,3,0.516,76.9,0.747
T2802,4,0.525,76.6,0.714
T2802,5,0.499,72.7,0.684
T2802,6,0.525,71.8,0.643
T2802,7,0.507,70.7,0.635
T2802,8,0.545,68.8,0.649
T2802,9,0.545,65.9,0.576
T2802,10,0.557,65.0,0.549
T2802,11,0.536,63.7,0.552
T2803,0,0.374,57.4,0.479
T2803,1,0.404,60.0,0.446
T2803,2,0.466,60.9,0.495
T2803,3,0.435,59.7,0.498
T2803,4,0.487,61.4,0.475
T2803,5,0.439,58.8,0.554
T2803,6,0.506,65.3,0.522
T2803,7,0.502,63.3,0.53
T2803,8,0.532,63.6,0.55
T2803,9,0.575,65.2,0.537
T2803,10,0.578,65.8,0.574
T2803,11,0.622,65.3,0.56
T2804,0,0.241,66.2,0.395
T2804,1,0.313,65.9,0.405
T2804,2,0.312,64.3,0.432
T2804,3,0.313,66.9,0.445
T2804,4,0.293,67.8,0.498
T2804,5,0.289,66.9,0.489
T2804,6,0.302,68.1,0.544
T2804,7,0.294,69.7,0.535
T2804,8,0.295,70.5,0.57
T2804,9,0.324,73.1,0.612
T2804,10,0.322,71.5,0.621
T2804,11,0.312,69.2,0.661
T2805,0,0.587,71.3,1.0
T2805,1,0.578,68.9,0.989
T2805,2,0.533,70.1,1.0
T2805,3,0.507,68.0,0.977
T2805,4,0.495,63.7,0.954
T2805,5,0.48,62.8,0.966
T2805,6,0.524,60.4,0.889
T2805,7,0.508,60.7,0.942
T2805,8,0.462,61.4,0.902
T2805,9,0.472,60.5,0.89
T2805,10,0.423,60.8,0.906
T2805,11,0.42,60.5,0.888
T2806,0,0.292,51.3,0.595
T2806,1,0.296,50.6,0.597
T2806,2,0.275,54.1,0.552
T2806,3,0.327,52.9,0.57
T2806,4,0.286,56.5,0.55
T2806,5,0.288,56.8,0.534
T2806,6,0.296,58.2,0.535
T2806,7,0.31,57.0,0.528
T2806,8,0.341,61.9,0.488
T2806,9,0.323,61.4,0.49
T2806,10,0.314,66.9,0.512
T2806,11,0.311,65.4,0.441
T2807,0,0.522,39.5,0.195
T2807,1,0.532,39.3,0.208
T2807,2,0.533,40.1,0.288
T2807,3,0.556,42.1,0.245
T2807,4,0.528,37.7,0.275
T2807,5,0.554,40.6,0.282
T2807,6,0.572,38.5,0.245
T2807,7,0.559,38.2,0.314
T2807,8,0.565,42.3,0.297
T2807,9,0.515,38.4,0.32
T2807,10,0.553,37.7,0.33
T2807,11,0.574,39.8,0.348
T2808,0,0.977,59.6,0.1
T2808,1,1.0,59.2,0.133
T2808,2,0.952,58.6,0.148
T2808,3,0.915,55.4,0.178
T2808,4,0.938,57.7,0.181
T2808,5,0.929,57.2,0.19
T2808,6,0.899,53.5,0.2
T2808,7,0.866,51.9,0.198
T2808,8,0.875,50.7,0.211
T2808,9,0.847,47.2,0.227
T2808,10,0.783,47.5,0.262
T2808,11,0.821,49.2,0.286
T2809,0,0.953,49.6,0.971
T2809,1,0.937,51.5,0.999
T2809,2,0.934,52.5,0.986
T2809,3,0.917,53.2,0.977
T2809,4,0.922,54.3,0.985
T2809,5,0.92,57.0,0.946
T2809,6,0.899,55.4,0.931
T2809,7,0.926,57.6,0.911
T2809,8,0.928,57.5,0.94
T2809,9,0.91,58.2,0.913
T2809,10,0.903,58.8,0.913
T2809,11,0.911,59.8,0.905
T2810,0,0.559,55.7,0.333
T2810,1,0.565,55.5,0.342
T2810,2,0.549,54.4,0.329
T2810,3,0.53,52.1,0.334
T2810,4,0.549,51.6,0.305
T2810,5,0.514,54.0,0.346
T2810,6,0.526,51.1,0.325
T2810,7,0.536,50.7,0.317
T2810,8,0.501,48.8,0.332
T2810,9,0.477,47.6,0.284
T2810,10,0.479,47.7,0.306
T2810,11,0.475,48.6,0.326
T2811,0,0.66,56.6,1.0
T2811,1,0.645,55.0,0.966
T2811,2,0.657,61.3,0.981
T2811,3,0.644,56.1,0.946
T2811,4,0.693,57.6,0.965
T2811,5,0.696,60.0,0.873
T2811,6,0.679,58.0,0.887
T2811,7,0.696,59.5,0.841
T2811,8,0.667,58.9,0.815
T2811,9,0.642,59.3,0.834
T2811,10,0.678,60.3,0.846
T2811,11,0.689,58.0,0.825
T2812,0,0.229,49.1,0.723
T2812,1,0.234,49.2,0.717
T2812,2,0.277,51.0,0.722
T2812,3,0.306,53.2,0.708
T2812,4,0.295,51.7,0.716
T2812,5,0.323,49.8,0.7
T2812,6,0.334,50.3,0.688
T2812,7,0.324,51.2,0.683
T2812,8,0.347,51.3,0.711
T2812,9,0.36,54.0,0.679
T2812,10,0.406,52.9,0.688
T2812,11,0.39,51.2,0.661
T2813,0,0.243,67.0,0.252
T2813,1,0.243,66.4,0.31
T2813,2,0.216,67.6,0.344
T2813,3,0.228,71.0,0.305
T2813,4,0.223,67.7,0.311
T2813,5,0.27,65.1,0.352
T2813,6,0.239,66.8,0.364
T2813,7,0.223,67.3,0.337
T2813,8,0.213,67.0,0.379
T2813,9,0.219,66.4,0.388
T2813,10,0.263,69.7,0.397
T2813,11,0.24,64.1,0.461
T2814,0,0.63,55.0,0.486
T2814,1,0.602,51.1,0.513
T2814,2,0.6,53.7,0.471
T2814,3,0.616,53.7,0.483
T2814,4,0.593,56.8,0.494
T2814,5,0.571,54.8,0.487
T2814,6,0.521,58.1,0.489
T2814,7,0.571,58.1,0.507
T2814,8,0.578,56.6,0.507
T2814,9,0.568,58.5,0.503
T2814,10,0.578,58.5,0.504
T2814,11,0.563,61.1,0.53
T2815,0,0.67,40.0,0.544
T2815,1,0.676,38.3,0.528
T2815,2,0.721,38.4,0.527
T2815,3,0.713,39.8,0.509
T2815,4,0.736,35.5,0.476
T2815,5,0.762,36.9,0.498
T2815,6,0.774,37.2,0.492
T2815,7,0.815,40.1,0.484
T2815,8,0.823,37.3,0.471
T2815,9,0.852,39.6,0.497
T2815,10,0.834,37.2,0.484
T2815,11,0.841,38.5,0.41
T2816,0,0.425,65.8,0.636
T2816,1,0.417,66.5,0.648
T2816,2,0.426,67.6,0.676
T2816,3,0.458,65.3,0.654
T2816,4,0.456,63.4,0.661
T2816,5,0.431,66.0,0.691
T2816,6,0.449,64.0,0.662
T2816,7,0.415,62.2,0.661
T2816,8,0.497,64.6,0.633
T2816,9,0.43,63.6,0.656
T2816,10,0.493,63.7,0.635
T2816,11,0.424,60.5,0.639
T2817,0,0.245,73.3,0.802
T2817,1,0.239,68.3,0.8
T2817,2,0.253,69.4,0.779
T2817,3,0.295,71.0,0.778
T2817,4,0.288,65.0,0.763
T2817,5,0.335,67.1,0.827
T2817,6,0.355,66.7,0.734
T2817,7,0.332,64.8,0.795
T2817,8,0.392,66.4,0.806
T2817,9,0.409,64.1,0.776
T2817,10,0.459,62.8,0.787
T2817,11,0.417,63.1,0.774
T2818,0,0.77,75.8,0.902
T2818,1,0.695,73.8,0.913
T2818,2,0.737,72.9,0.923
T2818,3,0.688,70.4,0.88
T2818,4,0.725,71.6,0.884
T2818,5,0.66,69.6,0.862
T2818,6,0.673,65.3,0.858
T2818,7,0.632,68.7,0.848
T2818,8,0.622,68.9,0.854
T2818,9,0.617,66.9,0.811
T2818,10,0.574,67.7,0.827
T2818,11,0.579,66.0,0.831
T2819,0,0.544,54.9,0.346
T2819,1,0.607,51.1,0.378
T2819,2,0.615,54.3,0.334
T2819,3,0.623,52.8,0.321
T2819,4,0.648,52.0,0.387
T2819,5,0.628,53.2,0.347
T2819,6,0.662,53.0,0.39
T2819,7,0.692,54.4,0.349
T2819,8,0.686,54.7,0.358
T2819,9,0.718,51.5,0.372
T2819,10,0.749,53.4,0.391
T2819,11,0.77,55.8,0.397
T2820,0,0.824,59.3,0.855
T2820,1,0.804,63.3,0.861
T2820,2,0.767,62.0,0.875
T2820,3,0.754,59.8,0.904
T2820,4,0.724,60.9,0.894
T2820,5,0.728,60.8,0.916
T2820,6,0.706,61.3,0.898
T2820,7,0.686,60.6,0.932
T2820,8,0.69,57.6,0.937
T2820,9,0.666,60.8,0.909
T2820,10,0.642,58.3,0.903
T2820,11,0.623,57.2,0.896
T2821,0,0.587,43.0,0.28
T2821,1,0.6,42.8,0.294
T2821,2,0.63,42.8,0.335
T2821,3,0.633,43.1,0.343
T2821,4,0.628,42.0,0.321
T2821,5,0.642,44.4,0.376
T2821,6,0.649,41.1,0.416
T2821,7,0.644,41.5,0.397
T2821,8,0.644,42.0,0.434
T2821,9,0.668,43.1,0.42
T2821,10,0.666,45.3,0.475
T2821,11,0.66,42.5,0.49
T2822,0,0.346,39.0,0.971
T2822,1,0.374,39.1,0.973
T2822,2,0.424,41.6,0.954
T2822,3,0.432,42.8,0.997
T2822,4,0.444,43.5,0.907
T2822,5,0.521,46.7,0.91
T2822,6,0.484,46.4,0.898
T2822,7,0.466,49.1,0.917
T2822,8,0.512,51.3,0.856
T2822,9,0.523,48.9,0.851
T2822,10,0.541,53.7,0.837
T2822,11,0.579,53.9,0.791
T2823,0,0.414,74.8,0.412
T2823,1,0.402,72.8,0.429
T2823,2,0.418,73.7,0.395
T2823,3,0.467,70.8,0.409
T2823,4,0.424,71.8,0.428
T2823,5,0.435,69.3,0.394
T2823,6,0.44,68.8,0.432
T2823,7,0.449,69.5,0.399
T2823,8,0.457,63.7,0.402
T2823,9,0.455,63.2,0.371
T2823,10,0.438,68.9,0.383
T2823,11,0.441,65.9,0.368
T2824,0,0.929,66.8,0.834
T2824,1,0.941,64.0,0.833
T2824,2,0.93,67.1,0.824
T2824,3,0.903,65.6,0.752
T2824,4,0.885,67.6,0.8
T2824,5,0.881,65.3,0.773
T2824,6,0.82,65.6,0.775
T2824,7,0.841,65.1,0.723
T2824,8,0.826,64.4,0.721
T2824,9,0.814,62.7,0.707
T2824,10,0.796,63.2,0.674
T2824,11,0.778,63.7,0.681
T2825,0,0.705,34.1,0.867
T2825,1,0.719,36.9,0.816
T2825,2,0.747,35.1,0.894
T2825,3,0.74,36.7,0.819
T2825,4,0.763,39.3,0.861
T2825,5,0.754,38.7,0.848
T2825,6,0.758,40.1,0.849
T2825,7,0.822,39.3,0.859
T2825,8,0.805,40.3,0.859
T2825,9,0.851,38.8,0.864
T2825,10,0.864,42.2,0.828
T2825,11,0.865,46.6,0.843
T2826,0,0.422,62.8,0.597
T2826,1,0.414,62.5,0.59
T2826,2,0.391,62.7,0.619
T2826,3,0.385,62.1,0.586
T2826,4,0.37,63.6,0.612
T2826,5,0.412,61.8,0.635
T2826,6,0.365,61.0,0.618
T2826,7,0.403,61.3,0.607
T2826,8,0.366,63.1,0.652
T2826,9,0.467,61.1,0.614
T2826,10,0.419,59.0,0.672
T2826,11,0.438,61.6,0.66
T2827,0,0.307,55.0,0.94
T2827,1,0.294,58.4,0.917
T2827,2,0.333,55.8,0.89
T2827,3,0.394,57.1,0.929
T2827,4,0.37,54.1,0.958
T2827,5,0.392,54.4,0.88
T2827,6,0.472,56.8,0.88
T2827,7,0.403,58.3,0.889
T2827,8,0.435,58.6,0.874
T2827,9,0.468,60.0,0.897
T2827,10,0.499,57.8,0.857
T2827,11,0.524,60.5,0.857
T2828,0,0.59,54.0,0.382
T2828,1,0.555,51.1,0.385
T2828,2,0.586,55.0,0.415
T2828,3,0.58,53.8,0.356
T2828,4,0.579,47.8,0.343
T2828,5,0.581,50.4,0.294
T2828,6,0.569,49.3,0.339
T2828,7,0.553,47.4,0.311
T2828,8,0.563,46.6,0.285
T2828,9,0.54,47.3,0.265
T2828,10,0.524,47.9,0.273
T2828,11,0.547,44.8,0.221
T2829,0,0.986,47.3,0.465
T2829,1,0.978,46.2,0.473
T2829,2,1.0,47.3,0.469
T2829,3,0.952,51.7,0.436
T2829,4,0.953,50.9,0.472
T2829,5,0.939,51.2,0.44
T2829,6,0.934,53.1,0.454
T2829,7,0.895,51.0,0.46
T2829,8,0.929,51.8,0.437
T2829,9,0.891,53.9,0.457
T2829,10,0.859,53.5,0.45
T2829,11,0.844,54.9,0.426
T2830,0,0.611,51.6,0.353
T2830,1,0.605,52.4,0.322
T2830,2,0.643,48.9,0.403
T2830,3,0.624,48.0,0.387
T2830,4,0.633,47.7,0.388
T2830,5,0.621,46.0,0.436
T2830,6,0.655,47.0,0.458
T2830,7,0.64,46.8,0.43
T2830,8,0.669,41.2,0.465
T2830,9,0.678,40.9,0.496
T2830,10,0.689,40.1,0.527
T2830,11,0.681,40.7,0.501
T2831,0,0.516,70.0,1.0
T2831,1,0.517,68.1,0.951
T2831,2,0.547,67.5,0.995
T2831,3,0.525,64.9,0.963
T2831,4,0.533,64.9,0.943
T2831,5,0.524,65.4,0.961
T2831,6,0.544,66.1,0.914
T2831,7,0.513,63.5,0.899
T2831,8,0.509,64.9,0.91
T2831,9,0.566,66.0,0.868
T2831,10,0.535,63.6,0.853
T2831,11,0.537,62.9,0.878
T2832,0,0.227,70.7,0.568
T2832,1,0.254,70.3,0.59
T2832,2,0.258,70.9,0.632
T2832,3,0.278,70.4,0.614
T2832,4,0.295,70.9,0.606
T2832,5,0.285,70.0,0.594
T2832,6,0.328,74.3,0.627
T2832,7,0.372,74.4,0.65
T2832,8,0.395,72.4,0.673
T2832,9,0.357,75.6,0.653
T2832,10,0.391,73.0,0.647
T2832,11,0.383,73.1,0.652
T2833,0,0.528,59.7,0.385
T2833,1,0.511,57.6,0.391
T2833,2,0.499,59.5,0.384
T2833,3,0.532,59.4,0.364
T2833,4,0.528,59.9,0.422
T2833,5,0.475,59.3,0.373
T2833,6,0.474,59.0,0.388
T2833,7,0.443,56.6,0.419
T2833,8,0.442,57.8,0.382
T2833,9,0.466,55.1,0.435
T2833,10,0.446,58.1,0.386
T2833,11,0.44,57.2,0.444
T2834,0,0.917,51.8,0.514
T2834,1,0.867,49.8,0.512
T2834,2,0.845,53.0,0.502
T2834,3,0.801,52.8,0.47
T2834,4,0.802,53.8,0.451
T2834,5,0.739,52.0,0.467
T2834,6,0.747,53.3,0.44
T2834,7,0.704,52.0,0.443
T2834,8,0.694,52.6,0.424
T2834,9,0.66,54.0,0.43
T2834,10,0.655,55.8,0.42
T2834,11,0.626,52.2,0.456
T2835,0,0.675,78.3,0.974
T2835,1,0.672,79.0,0.983
T2835,2,0.683,73.3,0.997
T2835,3,0.674,71.2,0.998
T2835,4,0.612,73.8,0.977
T2835,5,0.701,71.3,1.0
T2835,6,0.674,74.0,0.95
T2835,7,0.687,71.3,0.981
T2835,8,0.679,73.3,0.955
T2835,9,0.687,68.8,0.978
T2835,10,0.679,70.4,0.944
T2835,11,0.689,69.5,0.947
T2836,0,0.704,41.1,0.564
T2836,1,0.714,42.4,0.612
T2836,2,0.726,44.2,0.589
T2836,3,0.745,44.8,0.597
T2836,4,0.746,46.4,0.586
T2836,5,0.747,46.5,0.602
T2836,6,0.774,51.4,0.559
T2836,7,0.787,54.4,0.6
T2836,8,0.806,51.5,0.539
T2836,9,0.825,49.5,0.534
T2836,10,0.812,56.0,0.519
T2836,11,0.841,55.9,0.49
T2837,0,0.239,82.0,0.522
T2837,1,0.225,81.1,0.52
T2837,2,0.279,80.9,0.496
T2837,3,0.282,78.7,0.483
T2837,4,0.335,77.6,0.451
T2837,5,0.319,73.6,0.48
T2837,6,0.331,73.5,0.468
T2837,7,0.336,73.9,0.469
T2837,8,0.356,74.3,0.459
T2837,9,0.404,69.6,0.471
T2837,10,0.405,70.5,0.451
T2837,11,0.389,70.6,0.479
T2838,0,0.821,48.3,0.1
T2838,1,0.777,48.0,0.112
T2838,2,0.777,48.5,0.134
T2838,3,0.778,49.8,0.152
T2838,4,0.727,48.4,0.145
T2838,5,0.727,50.0,0.173
T2838,6,0.685,50.6,0.179
T2838,7,0.731,50.4,0.195
T2838,8,0.634,52.0,0.199
T2838,9,0.66,51.2,0.217
T2838,10,0.652,51.6,0.201
T2838,11,0.587,52.9,0.215
T2839,0,0.346,86.7,0.603
T2839,1,0.342,82.8,0.606
T2839,2,0.349,82.1,0.596
T2839,3,0.337,83.0,0.574
T2839,4,0.315,86.8,0.61
T2839,5,0.28,84.0,0.572
T2839,6,0.265,80.4,0.618
T2839,7,0.261,81.4,0.549
T2839,8,0.243,78.6,0.613
T2839,9,0.239,78.4,0.575
T2839,10,0.211,77.6,0.56
T2839,11,0.195,76.5,0.536
T2840,0,0.589,69.6,0.466
T2840,1,0.507,70.3,0.435
T2840,2,0.505,68.4,0.477
T2840,3,0.521,69.3,0.48
T2840,4,0.487,64.2,0.443
T2840,5,0.417,65.0,0.454
T2840,6,0.435,62.2,0.47
T2840,7,0.399,61.6,0.448
T2840,8,0.382,56.6,0.471
T2840,9,0.363,55.0,0.494
T2840,10,0.372,56.0,0.498
T2840,11,0.321,55.7,0.487
T2841,0,0.598,60.2,0.494
T2841,1,0.588,62.8,0.517
T2841,2,0.567,61.4,0.513
T2841,3,0.592,60.1,0.516
T2841,4,0.543,61.6,0.54
T2841,5,0.568,60.1,0.561
T2841,6,0.578,60.6,0.599
T2841,7,0.563,59.2,0.596
T2841,8,0.555,60.7,0.634
T2841,9,0.555,54.6,0.617
T2841,10,0.544,57.7,0.656
T2841,11,0.539,57.4,0.666
T2842,0,0.724,63.4,0.575
T2842,1,0.708,65.3,0.552
T2842,2,0.743,62.7,0.563
T2842,3,0.723,61.2,0.562
T2842,4,0.76,63.1,0.591
T2842,5,0.711,60.5,0.611
T2842,6,0.747,61.1,0.6
T2842,7,0.751,61.4,0.619
T2842,8,0.747,60.6,0.612
T2842,9,0.775,61.6,0.634
T2842,10,0.747,61.5,0.62
T2842,11,0.765,62.9,0.665
T2843,0,0.787,54.9,0.258
T2843,1,0.717,55.5,0.278
T2843,2,0.755,54.0,0.297
T2843,3,0.75,55.1,0.32
T2843,4,0.751,51.3,0.359
T2843,5,0.781,52.2,0.327
T2843,6,0.719,51.2,0.333
T2843,7,0.741,51.6,0.368
T2843,8,0.734,51.9,0.392
T2843,9,0.703,47.1,0.371
T2843,10,0.769,48.1,0.413
T2843,11,0.741,46.1,0.398
T2844,0,0.85,45.0,0.991
T2844,1,0.833,44.2,0.983
T2844,2,0.864,44.4,0.971
T2844,3,0.839,44.3,0.983
T2844,4,0.838,45.2,0.958
T2844,5,0.778,45.9,0.978
T2844,6,0.822,48.6,0.946
T2844,7,0.835,45.9,0.914
T2844,8,0.767,49.3,0.938
T2844,9,0.813,48.5,0.928
T2844,10,0.809,47.0,0.965
T2844,11,0.788,47.6,0.904
T2845,0,0.442,36.9,0.406
T2845,1,0.392,39.2,0.443
T2845,2,0.404,39.9,0.397
T2845,3,0.468,39.8,0.412
T2845,4,0.471,43.0,0.507
T2845,5,0.473,43.0,0.488
T2845,6,0.524,43.0,0.543
T2845,7,0.564,43.2,0.506
T2845,8,0.512,45.6,0.543
T2845,9,0.535,48.6,0.563
T2845,10,0.568,48.5,0.592
T2845,11,0.604,49.6,0.624
T2846,0,0.62,60.8,0.861
T2846,1,0.576,62.1,0.827
T2846,2,0.534,62.4,0.816
T2846,3,0.55,64.4,0.794
T2846,4,0.566,62.7,0.828
T2846,5,0.494,64.7,0.771
T2846,6,0.506,65.9,0.751
T2846,7,0.513,65.0,0.719
T2846,8,0.5,66.9,0.695
T2846,9,0.487,68.1,0.693
T2846,10,0.499,68.3,0.683
T2846,11,0.447,68.3,0.667
T2847,0,0.446,74.8,0.579
T2847,1,0.423,72.6,0.59
T2847,2,0.429,71.6,0.58
T2847,3,0.46,72.5,0.633
T2847,4,0.463,69.4,0.586
T2847,5,0.468,67.1,0.579
T2847,6,0.467,68.5,0.58
T2847,7,0.498,65.5,0.605
T2847,8,0.482,64.2,0.592
T2847,9,0.48,61.5,0.632
T2847,10,0.516,60.8,0.622
T2847,11,0.545,59.7,0.607
T2848,0,0.674,35.6,0.272
T2848,1,0.719,34.5,0.246
T2848,2,0.679,35.4,0.272
T2848,3,0.686,34.5,0.244
T2848,4,0.726,34.9,0.252
T2848,5,0.723,35.9,0.236
T2848,6,0.706,37.4,0.256
T2848,7,0.718,36.8,0.216
T2848,8,0.792,37.6,0.267
T2848,9,0.791,38.5,0.251
T2848,10,0.775,36.6,0.251
T2848,11,0.795,39.3,0.267
T2849,0,0.812,52.7,0.201
T2849,1,0.79,49.9,0.179
T2849,2,0.834,54.4,0.159
T2849,3,0.847,55.2,0.226
T2849,4,0.829,52.8,0.207
T2849,5,0.795,51.5,0.2
T2849,6,0.815,52.1,0.215
T2849,7,0.822,51.3,0.208
T2849,8,0.849,50.9,0.224
T2849,9,0.843,52.3,0.229
T2849,10,0.806,52.9,0.233
T2849,11,0.853,52.3,0.255
T2850,0,0.591,64.0,0.469
T2850,1,0.605,58.9,0.45
T2850,2,0.579,60.2,0.533
T2850,3,0.593,57.3,0.566
T2850,4,0.577,59.7,0.569
T2850,5,0.597,55.2,0.583
T2850,6,0.621,57.2,0.605
T2850,7,0.624,56.3,0.626
T2850,8,0.572,57.0,0.67
T2850,9,0.639,55.3,0.704
T2850,10,0.633,51.4,0.732
T2850,11,0.677,54.0,0.744
T2851,0,0.493,61.6,0.54
T2851,1,0.51,58.8,0.563
T2851,2,0.52,58.5,0.492
T2851,3,0.526,58.2,0.479
T2851,4,0.517,59.2,0.483
T2851,5,0.578,56.7,0.495
T2851,6,0.579,52.5,0.515
T2851,7,0.584,54.7,0.47
T2851,8,0.572,54.9,0.51
T2851,9,0.617,53.6,0.459
T2851,10,0.641,51.4,0.472
T2851,11,0.656,48.8,0.492
T2852,0,0.356,46.7,0.505
T2852,1,0.372,48.8,0.49
T2852,2,0.416,46.2,0.456
T2852,3,0.417,48.0,0.499
T2852,4,0.439,49.2,0.466
T2852,5,0.446,49.4,0.448
T2852,6,0.43,49.9,0.456
T2852,7,0.516,53.6,0.425
T2852,8,0.533,55.9,0.432
T2852,9,0.494,53.2,0.381
T2852,10,0.519,52.3,0.421
T2852,11,0.572,52.7,0.43
T2853,0,0.522,49.6,0.445
T2853,1,0.557,53.2,0.482
T2853,2,0.556,54.6,0.451
T2853,3,0.527,54.9,0.501
T2853,4,0.533,55.4,0.529
T2853,5,0.544,55.2,0.541
T2853,6,0.524,55.2,0.59
T2853,7,0.496,53.1,0.577
T2853,8,0.493,55.7,0.568
T2853,9,0.483,57.4,0.636
T2853,10,0.493,56.6,0.623
T2853,11,0.469,57.6,0.646
T2854,0,0.511,69.0,0.664
T2854,1,0.503,69.6,0.673
T2854,2,0.486,70.4,0.705
T2854,3,0.453,68.2,0.641
T2854,4,0.497,71.3,0.688
T2854,5,0.495,71.3,0.676
T2854,6,0.461,70.7,0.696
T2854,7,0.438,67.2,0.647
T2854,8,0.435,70.6,0.672
T2854,9,0.427,68.6,0.686
T2854,10,0.402,69.7,0.684
T2854,11,0.432,68.2,0.709
T2855,0,0.998,60.4,0.747
T2855,1,0.99,59.9,0.752
T2855,2,0.977,57.4,0.713
T2855,3,0.9,60.0,0.672
T2855,4,0.89,63.0,0.691
T2855,5,0.897,62.9,0.67
T2855,6,0.844,61.7,0.684
T2855,7,0.791,61.4,0.641
T2855,8,0.844,65.3,0.683
T2855,9,0.756,65.3,0.663
T2855,10,0.792,67.4,0.666
T2855,11,0.745,65.2,0.642
T2856,0,0.634,54.1,0.898
T2856,1,0.67,54.0,0.9
T2856,2,0.69,54.3,0.901
T2856,3,0.737,53.2,0.843
T2856,4,0.692,53.3,0.853
T2856,5,0.68,53.4,0.869
T2856,6,0.673,52.6,0.8
T2856,7,0.714,50.6,0.856
T2856,8,0.696,48.1,0.778
T2856,9,0.691,50.0,0.846
T2856,10,0.679,48.5,0.766
T2856,11,0.734,49.7,0.806
T2857,0,0.594,43.7,0.358
T2857,1,0.611,41.0,0.351
T2857,2,0.571,47.4,0.385
T2857,3,0.66,42.1,0.373
T2857,4,0.59,46.3,0.386
T2857,5,0.64,48.1,0.384
T2857,6,0.633,46.2,0.377
T2857,7,0.663,47.1,0.402
T2857,8,0.645,46.8,0.381
T2857,9,0.645,47.1,0.408
T2857,10,0.648,44.9,0.406
T2857,11,0.632,45.5,0.409
T2858,0,0.964,41.2,0.34
T2858,1,0.93,40.4,0.319
T2858,2,0.88,38.6,0.333
T2858,3,0.91,41.2,0.347
T2858,4,0.913,40.9,0.361
T2858,5,0.888,39.4,0.391
T2858,6,0.896,37.4,0.357
T2858,7,0.817,37.1,0.43
T2858,8,0.865,35.9,0.382
T2858,9,0.856,35.9,0.388
T2858,10,0.813,36.6,0.448
T2858,11,0.812,36.6,0.435
T2859,0,0.696,45.7,0.589
